0.24	0.005	0.0113
0.24	0.00498	0.0113
0.24	0.005	0.0113
0.24	0.00498	0.0113
0.24	0.00499	0.0113
0.24	0.00499	0.0113
0.24	0.005	0.0113
0.24	0.00463	0.00782
0.22	0.00214	0.0037
0.15	0.00109	0.00207
0.13	0.000599	0.00124
0.1	0.000397	0.000744
0.086	0.000268	0.000506
0.06	0.00018	0.000351
0.051	0.00012	0.000253
0.044	8e-05	0.000183
0.034	5.66e-05	0.000134
0.03	4.02e-05	9.88e-05
0.027	3.04e-05	7.99e-05
0.024	2.37e-05	6.66e-05
0.022	1.9e-05	5.51e-05
0.021	1.57e-05	4.67e-05
0.021	1.38e-05	4.13e-05
0.02	1.24e-05	3.76e-05
0.019	1.15e-05	3.64e-05
0.019	1.08e-05	3.45e-05
0.019	1.02e-05	3.29e-05
0.019	7.84e-06	3.17e-05
0.018	7.57e-06	3.07e-05
0.018	7.38e-06	2.99e-05
0.018	7.18e-06	2.92e-05
0.018	7.03e-06	2.86e-05
0.018	6.9e-06	2.8e-05
0.018	6.83e-06	2.75e-05
0.018	6.72e-06	2.71e-05
0.018	6.61e-06	2.67e-05
0.018	6.51e-06	2.63e-05
0.018	6.43e-06	2.59e-05
0.018	6.35e-06	2.56e-05
0.018	6.24e-06	2.53e-05
0.018	6.15e-06	2.5e-05
0.018	6.08e-06	2.47e-05
0.018	6.02e-06	2.45e-05
0.018	6.01e-06	2.42e-05
0.018	5.98e-06	2.4e-05
0.018	5.93e-06	2.38e-05
0.018	5.88e-06	2.36e-05
0.018	5.83e-06	2.33e-05
0.018	5.78e-06	2.31e-05
0.018	5.71e-06	2.29e-05
0.018	5.67e-06	2.27e-05
0.018	5.62e-06	2.26e-05
0.018	5.58e-06	2.24e-05
0.018	5.53e-06	2.22e-05
0.018	5.48e-06	2.21e-05
0.018	5.42e-06	2.19e-05
0.018	5.39e-06	2.18e-05
0.018	5.36e-06	2.17e-05
0.018	5.31e-06	2.15e-05
0.018	5.28e-06	2.14e-05
0.018	5.24e-06	2.12e-05
0.018	5.2e-06	2.11e-05
0.018	5.17e-06	2.1e-05
0.018	5.13e-06	2.09e-05
0.018	5.11e-06	2.08e-05
0.018	5.08e-06	2.06e-05
0.018	5.05e-06	2.06e-05
0.018	5.03e-06	2.04e-05
0.018	4.99e-06	2.03e-05
0.018	4.96e-06	2.02e-05
0.018	4.95e-06	2.01e-05
0.018	4.91e-06	2e-05
0.018	4.88e-06	1.99e-05
0.018	4.86e-06	1.98e-05
0.018	4.84e-06	1.97e-05
0.018	4.81e-06	1.97e-05
0.018	4.79e-06	1.96e-05
0.018	4.76e-06	1.95e-05
0.018	4.75e-06	1.94e-05
0.018	4.71e-06	1.93e-05
0.018	4.69e-06	1.92e-05
0.019	4.68e-06	1.91e-05
0.018	4.66e-06	1.91e-05
0.018	4.63e-06	1.9e-05
0.018	4.62e-06	1.89e-05
0.018	4.59e-06	1.89e-05
0.018	4.58e-06	1.88e-05
0.018	4.56e-06	1.88e-05
0.018	4.55e-06	1.87e-05
0.017	4.53e-06	1.87e-05
0.017	4.52e-06	1.86e-05
0.018	4.5e-06	1.85e-05
0.018	4.48e-06	1.85e-05
0.018	4.47e-06	1.84e-05
0.018	4.46e-06	1.84e-05
0.018	4.44e-06	1.83e-05
0.019	4.43e-06	1.83e-05
0.018	4.41e-06	1.82e-05
0.018	4.39e-06	1.82e-05
0.017	4.39e-06	1.81e-05
0.017	4.38e-06	1.81e-05
0.017	4.37e-06	1.81e-05
0.017	4.35e-06	1.8e-05
0.017	4.35e-06	1.8e-05
0.017	4.33e-06	1.79e-05
0.017	4.32e-06	1.79e-05
0.017	4.3e-06	1.78e-05
0.017	4.29e-06	1.78e-05
0.017	4.28e-06	1.78e-05
0.017	4.28e-06	1.77e-05
0.017	4.26e-06	1.77e-05
0.017	4.25e-06	1.77e-05
0.017	4.25e-06	1.76e-05
0.017	4.23e-06	1.76e-05
0.017	4.23e-06	1.75e-05
0.017	4.22e-06	1.75e-05
0.017	4.21e-06	1.75e-05
0.017	4.2e-06	1.74e-05
0.017	4.19e-06	1.74e-05
0.017	4.18e-06	1.74e-05
0.017	4.17e-06	1.73e-05
