0.24	0.00497	0.0113
0.24	0.00499	0.0113
0.24	0.00499	0.0113
0.24	0.00499	0.0113
0.24	0.00498	0.0113
0.24	0.00485	0.00873
0.2	0.00244	0.00409
0.17	0.00117	0.00227
0.14	0.000633	0.00137
0.095	0.000407	0.000805
0.08	0.00028	0.000541
0.066	0.000192	0.00038
0.057	0.000129	0.000274
0.042	8.68e-05	0.000196
0.036	6.04e-05	0.000144
0.032	4.35e-05	0.000107
0.027	3.27e-05	8.51e-05
0.025	2.54e-05	7.04e-05
0.023	2.03e-05	5.94e-05
0.023	1.68e-05	5.02e-05
0.02	1.46e-05	4.4e-05
0.02	1.31e-05	3.96e-05
0.019	1.2e-05	3.68e-05
0.019	1.13e-05	3.48e-05
0.019	1.07e-05	3.46e-05
0.019	1.03e-05	3.33e-05
0.018	7.89e-06	3.22e-05
0.018	7.68e-06	3.13e-05
0.018	7.46e-06	3.05e-05
0.018	7.29e-06	2.99e-05
0.018	7.14e-06	2.93e-05
0.018	6.99e-06	2.88e-05
0.018	6.87e-06	2.83e-05
0.018	6.76e-06	2.78e-05
0.018	6.65e-06	2.74e-05
0.018	6.54e-06	2.69e-05
0.018	6.43e-06	2.65e-05
0.018	6.35e-06	2.62e-05
0.018	6.25e-06	2.58e-05
0.018	6.17e-06	2.56e-05
0.018	6.1e-06	2.52e-05
0.018	6.02e-06	2.5e-05
0.018	5.97e-06	2.47e-05
0.018	5.89e-06	2.45e-05
0.018	5.82e-06	2.43e-05
0.018	5.76e-06	2.4e-05
0.018	5.71e-06	2.38e-05
0.018	5.67e-06	2.36e-05
0.018	5.62e-06	2.34e-05
0.018	5.57e-06	2.32e-05
0.018	5.52e-06	2.3e-05
0.018	5.46e-06	2.28e-05
0.018	5.42e-06	2.27e-05
0.018	5.37e-06	2.25e-05
0.018	5.34e-06	2.23e-05
0.018	5.29e-06	2.22e-05
0.018	5.24e-06	2.2e-05
0.018	5.2e-06	2.19e-05
0.018	5.15e-06	2.18e-05
0.018	5.13e-06	2.16e-05
0.018	5.09e-06	2.15e-05
0.018	5.07e-06	2.14e-05
0.018	5.02e-06	2.13e-05
0.017	5.01e-06	2.11e-05
0.017	4.97e-06	2.1e-05
0.017	4.95e-06	2.09e-05
0.017	4.92e-06	2.08e-05
0.017	4.88e-06	2.07e-05
0.017	4.87e-06	2.06e-05
0.017	4.85e-06	2.05e-05
0.017	4.81e-06	2.03e-05
0.017	4.79e-06	2.02e-05
0.017	4.77e-06	2.01e-05
0.017	4.74e-06	2e-05
0.017	4.71e-06	1.99e-05
0.017	4.69e-06	1.97e-05
0.017	4.66e-06	1.96e-05
0.017	4.65e-06	1.96e-05
0.017	4.62e-06	1.95e-05
0.017	4.6e-06	1.94e-05
0.017	4.57e-06	1.93e-05
0.017	4.55e-06	1.92e-05
0.017	4.53e-06	1.92e-05
0.017	4.51e-06	1.91e-05
0.017	4.48e-06	1.9e-05
0.017	4.47e-06	1.9e-05
0.017	4.44e-06	1.89e-05
0.017	4.44e-06	1.88e-05
0.017	4.42e-06	1.88e-05
0.017	4.4e-06	1.87e-05
0.017	4.39e-06	1.87e-05
0.017	4.36e-06	1.86e-05
0.017	4.35e-06	1.85e-05
0.017	4.34e-06	1.85e-05
0.017	4.32e-06	1.84e-05
0.017	4.3e-06	1.84e-05
0.017	4.29e-06	1.83e-05
0.017	4.28e-06	1.83e-05
0.017	4.27e-06	1.82e-05
0.017	4.26e-06	1.82e-05
0.017	4.25e-06	1.81e-05
0.017	4.23e-06	1.81e-05
0.017	4.22e-06	1.8e-05
0.017	4.21e-06	1.8e-05
0.017	4.19e-06	1.79e-05
0.017	4.19e-06	1.79e-05
0.017	4.17e-06	1.78e-05
0.017	4.16e-06	1.78e-05
0.017	4.14e-06	1.78e-05
0.017	4.13e-06	1.77e-05
0.017	4.12e-06	1.77e-05
0.017	4.11e-06	1.76e-05
0.017	4.11e-06	1.76e-05
0.017	4.09e-06	1.76e-05
0.017	4.08e-06	1.75e-05
0.017	4.07e-06	1.75e-05
0.017	4.06e-06	1.74e-05
0.017	4.06e-06	1.74e-05
0.017	4.05e-06	1.73e-05
0.017	4.04e-06	1.73e-05
0.017	4.02e-06	1.73e-05
0.017	4.01e-06	1.73e-05
0.017	4.01e-06	1.72e-05
0.019	4e-06	1.72e-05
0.017	3.99e-06	1.71e-05
0.017	3.98e-06	1.71e-05
0.017	3.98e-06	1.71e-05
