0.034	0.00019	0.000505
0.034	0.00019	0.000504
0.034	0.000189	0.000505
0.034	0.000189	0.000505
0.034	0.000322	0.000571
0.025	0.000428	0.000687
0.022	0.000522	0.000822
0.02	0.000612	0.000966
0.019	0.000709	0.00112
0.018	0.000831	0.00126
0.017	0.000961	0.00141
0.017	0.00109	0.00156
0.016	0.00123	0.00171
0.016	0.00135	0.00184
0.016	0.0015	0.00199
0.016	0.00163	0.00215
0.016	0.00177	0.0023
0.016	0.00192	0.00249
0.016	0.00207	0.00267
0.016	0.00224	0.00285
0.016	0.00243	0.00302
0.016	0.00263	0.00321
0.016	0.00283	0.00344
0.016	0.003	0.00359
0.016	0.0032	0.00378
0.016	0.00334	0.00398
0.016	0.00357	0.00416
0.016	0.00379	0.00438
0.016	0.00398	0.00457
0.016	0.00422	0.00476
0.016	0.00448	0.00501
0.016	0.00468	0.0052
0.016	0.00491	0.00544
0.016	0.00503	0.00567
0.016	0.0051	0.00589
0.016	0.00526	0.00611
0.016	0.00546	0.00627
0.016	0.00566	0.00645
0.016	0.00589	0.00661
0.016	0.00608	0.00682
0.016	0.00632	0.00703
0.016	0.00655	0.00722
0.016	0.00684	0.00744
0.016	0.00722	0.0077
0.016	0.00759	0.00793
0.016	0.00785	0.00812
0.016	0.00812	0.00832
0.016	0.00842	0.00854
0.016	0.00869	0.00884
0.016	0.00891	0.00909
0.016	0.00925	0.00939
0.016	0.00959	0.00968
0.016	0.0099	0.00997
0.016	0.0101	0.0101
0.016	0.0102	0.0104
0.016	0.0104	0.0105
0.016	0.0105	0.0106
0.016	0.0106	0.0108
0.016	0.0108	0.011
0.016	0.0109	0.0111
0.016	0.0111	0.0113
0.016	0.0112	0.0114
0.016	0.0114	0.0116
0.016	0.0116	0.0117
0.016	0.0118	0.0119
0.016	0.0119	0.012
0.016	0.012	0.0122
0.016	0.0121	0.0123
0.016	0.0123	0.0125
0.016	0.0125	0.0127
0.016	0.0127	0.0129
0.016	0.0129	0.0131
0.016	0.0131	0.0132
0.016	0.0133	0.0134
0.016	0.0134	0.0136
0.016	0.0137	0.0137
0.016	0.0138	0.0139
0.016	0.014	0.014
0.016	0.0142	0.0142
0.016	0.0144	0.0144
0.016	0.0146	0.0147
0.016	0.0148	0.0148
0.016	0.015	0.015
0.016	0.0152	0.0151
0.016	0.0154	0.0153
0.016	0.0156	0.0155
0.016	0.0159	0.0156
0.016	0.0162	0.0158
0.016	0.0164	0.016
0.016	0.0166	0.0162
0.016	0.0168	0.0164
0.016	0.0171	0.0166
0.016	0.0173	0.0168
0.016	0.0175	0.017
0.016	0.0177	0.0172
0.016	0.018	0.0174
0.016	0.0183	0.0177
0.016	0.0185	0.0179
0.016	0.0187	0.0181
0.016	0.0189	0.0184
0.016	0.019	0.0186
0.016	0.0193	0.0188
0.016	0.0196	0.019
0.016	0.0199	0.0191
0.016	0.02	0.0194
0.016	0.0202	0.0197
0.016	0.0204	0.0199
0.016	0.0205	0.0202
0.016	0.0207	0.0205
0.016	0.0209	0.0208
0.016	0.021	0.021
0.016	0.0212	0.0212
0.016	0.0214	0.0214
0.016	0.0216	0.0215
0.016	0.0217	0.0217
0.017	0.0219	0.0218
0.016	0.0221	0.022
0.016	0.0223	0.0221
0.016	0.0224	0.0223
0.016	0.0226	0.0225
0.016	0.0228	0.0226
0.016	0.023	0.0228
0.016	0.0232	0.023
0.016	0.0233	0.0231
0.016	0.0235	0.0232
0.016	0.0237	0.0235
0.017	0.0239	0.0237
0.016	0.0241	0.0238
0.016	0.0243	0.024
0.016	0.0245	0.0242
0.016	0.0247	0.0244
0.016	0.0249	0.0246
0.016	0.0251	0.0248
0.016	0.0253	0.0249
0.016	0.0255	0.0251
0.016	0.0258	0.0253
0.016	0.026	0.0255
0.016	0.0262	0.0256
0.016	0.0264	0.0258
0.016	0.0265	0.0261
0.016	0.0267	0.0263
0.016	0.0269	0.0264
0.016	0.0271	0.0266
0.016	0.0274	0.0268
0.016	0.0276	0.027
0.016	0.0278	0.0272
0.016	0.028	0.0274
0.016	0.0282	0.0276
0.016	0.0285	0.0278
0.016	0.0287	0.028
0.016	0.0289	0.0282
