No,	 time,		 sec,	 TPG202 [mbar],	 TPG361_D1 [mbar],	 TPG361_D2 [mbar]
1,	04:14:02,	0,	1.600E-01,	5.020E-01,	4.800E-01
2,	04:14:03,	1,	1.700E-01,	5.020E-01,	4.800E-01
3,	04:14:05,	2,	1.700E-01,	5.020E-01,	4.800E-01
4,	04:14:06,	3,	1.700E-01,	5.020E-01,	4.800E-01
5,	04:14:07,	4,	1.700E-01,	5.020E-01,	4.800E-01
6,	04:14:09,	5,	1.700E-01,	5.010E-01,	4.800E-01
7,	04:14:10,	6,	1.700E-01,	5.020E-01,	4.800E-01
8,	04:14:11,	7,	1.700E-01,	5.020E-01,	4.800E-01
9,	04:14:13,	8,	1.700E-01,	5.020E-01,	4.800E-01
10,	04:14:14,	9,	1.700E-01,	5.020E-01,	4.800E-01
11,	04:14:15,	10,	2.600E-01,	5.020E-01,	4.800E-01
12,	04:14:16,	11,	3.100E-01,	5.030E-01,	4.800E-01
13,	04:14:18,	12,	3.600E-01,	5.030E-01,	4.810E-01
14,	04:14:19,	13,	3.600E-01,	5.050E-01,	4.830E-01
15,	04:14:20,	14,	4.600E-01,	5.060E-01,	4.840E-01
16,	04:14:22,	15,	4.800E-01,	5.080E-01,	4.860E-01
17,	04:14:23,	16,	5.000E-01,	5.100E-01,	4.880E-01
18,	04:14:24,	17,	5.300E-01,	5.120E-01,	4.890E-01
19,	04:14:26,	18,	5.400E-01,	5.140E-01,	4.910E-01
20,	04:14:27,	19,	5.500E-01,	5.160E-01,	4.940E-01
21,	04:14:28,	20,	5.700E-01,	5.190E-01,	4.960E-01
22,	04:14:30,	21,	5.700E-01,	5.210E-01,	4.980E-01
23,	04:14:31,	22,	5.800E-01,	5.230E-01,	5.000E-01
24,	04:14:32,	23,	5.800E-01,	5.260E-01,	5.020E-01
25,	04:14:33,	24,	5.900E-01,	5.280E-01,	5.040E-01
26,	04:14:35,	25,	5.900E-01,	5.300E-01,	5.060E-01
27,	04:14:36,	26,	6.000E-01,	5.330E-01,	5.080E-01
28,	04:14:37,	27,	6.000E-01,	5.350E-01,	5.110E-01
29,	04:14:38,	28,	6.000E-01,	5.380E-01,	5.130E-01
30,	04:14:40,	29,	6.100E-01,	5.400E-01,	5.150E-01
31,	04:14:41,	30,	6.100E-01,	5.430E-01,	5.170E-01
32,	04:14:42,	31,	6.100E-01,	5.450E-01,	5.200E-01
33,	04:14:44,	33,	6.200E-01,	5.480E-01,	5.220E-01
34,	04:14:45,	34,	6.200E-01,	5.510E-01,	5.240E-01
35,	04:14:46,	35,	6.200E-01,	5.530E-01,	5.260E-01
36,	04:14:48,	36,	6.200E-01,	5.560E-01,	5.280E-01
37,	04:14:49,	37,	6.300E-01,	5.580E-01,	5.310E-01
38,	04:14:50,	38,	6.300E-01,	5.610E-01,	5.330E-01
39,	04:14:52,	39,	6.300E-01,	5.640E-01,	5.350E-01
40,	04:14:53,	40,	6.300E-01,	5.660E-01,	5.380E-01
41,	04:14:54,	41,	6.400E-01,	5.680E-01,	5.400E-01
42,	04:14:56,	42,	6.400E-01,	5.700E-01,	5.420E-01
43,	04:14:57,	43,	6.400E-01,	5.730E-01,	5.450E-01
44,	04:14:58,	44,	6.500E-01,	5.770E-01,	5.470E-01
45,	04:14:59,	45,	6.500E-01,	5.780E-01,	5.490E-01
46,	04:15:01,	46,	6.500E-01,	5.810E-01,	5.520E-01
47,	04:15:02,	47,	6.500E-01,	5.830E-01,	5.540E-01
48,	04:15:03,	48,	6.500E-01,	5.860E-01,	5.560E-01
49,	04:15:05,	49,	6.600E-01,	5.880E-01,	5.580E-01
50,	04:15:06,	50,	6.600E-01,	5.900E-01,	5.610E-01
51,	04:15:07,	51,	6.600E-01,	5.930E-01,	5.630E-01
52,	04:15:09,	52,	6.600E-01,	5.950E-01,	5.660E-01
53,	04:15:10,	53,	6.700E-01,	5.970E-01,	5.680E-01
54,	04:15:11,	54,	6.700E-01,	5.990E-01,	5.710E-01
55,	04:15:12,	55,	6.700E-01,	6.020E-01,	5.730E-01
56,	04:15:14,	56,	6.700E-01,	6.030E-01,	5.750E-01
57,	04:15:15,	57,	6.800E-01,	6.060E-01,	5.780E-01
