0, 2026_04_20-PM01_58_32, 0.034
1, 2026_04_20-PM01_58_34, 0.034
2, 2026_04_20-PM01_58_35, 0.034
3, 2026_04_20-PM01_58_36, 0.034
4, 2026_04_20-PM01_58_38, 0.034
5, 2026_04_20-PM01_58_39, 0.025
6, 2026_04_20-PM01_58_40, 0.022
7, 2026_04_20-PM01_58_42, 0.02
8, 2026_04_20-PM01_58_43, 0.019
9, 2026_04_20-PM01_58_44, 0.018000000000000002
10, 2026_04_20-PM01_58_45, 0.017
11, 2026_04_20-PM01_58_47, 0.017
12, 2026_04_20-PM01_58_48, 0.016
13, 2026_04_20-PM01_58_49, 0.016
14, 2026_04_20-PM01_58_51, 0.016
15, 2026_04_20-PM01_58_52, 0.016
16, 2026_04_20-PM01_58_53, 0.016
17, 2026_04_20-PM01_58_55, 0.016
18, 2026_04_20-PM01_58_56, 0.016
19, 2026_04_20-PM01_58_57, 0.016
20, 2026_04_20-PM01_58_58, 0.016
21, 2026_04_20-PM01_59_00, 0.016
22, 2026_04_20-PM01_59_01, 0.016
23, 2026_04_20-PM01_59_02, 0.016
24, 2026_04_20-PM01_59_04, 0.016
25, 2026_04_20-PM01_59_05, 0.016
26, 2026_04_20-PM01_59_06, 0.016
27, 2026_04_20-PM01_59_07, 0.016
28, 2026_04_20-PM01_59_09, 0.016
29, 2026_04_20-PM01_59_10, 0.016
30, 2026_04_20-PM01_59_11, 0.016
31, 2026_04_20-PM01_59_13, 0.016
32, 2026_04_20-PM01_59_14, 0.016
33, 2026_04_20-PM01_59_15, 0.016
34, 2026_04_20-PM01_59_16, 0.016
35, 2026_04_20-PM01_59_18, 0.016
36, 2026_04_20-PM01_59_19, 0.016
37, 2026_04_20-PM01_59_20, 0.016
38, 2026_04_20-PM01_59_22, 0.016
39, 2026_04_20-PM01_59_23, 0.016
40, 2026_04_20-PM01_59_24, 0.016
41, 2026_04_20-PM01_59_26, 0.016
42, 2026_04_20-PM01_59_27, 0.016
43, 2026_04_20-PM01_59_28, 0.016
44, 2026_04_20-PM01_59_29, 0.016
45, 2026_04_20-PM01_59_31, 0.016
46, 2026_04_20-PM01_59_32, 0.016
47, 2026_04_20-PM01_59_33, 0.016
48, 2026_04_20-PM01_59_35, 0.016
49, 2026_04_20-PM01_59_36, 0.016
50, 2026_04_20-PM01_59_37, 0.016
