0, 2026_04_20-PM12_57_25, 0.22999999999999998
1, 2026_04_20-PM12_57_26, 0.22999999999999998
2, 2026_04_20-PM12_57_27, 0.22999999999999998
3, 2026_04_20-PM12_57_29, 0.22999999999999998
4, 2026_04_20-PM12_57_30, 0.22999999999999998
5, 2026_04_20-PM12_57_31, 0.22999999999999998
6, 2026_04_20-PM12_57_33, 0.22999999999999998
7, 2026_04_20-PM12_57_34, 0.22999999999999998
8, 2026_04_20-PM12_57_35, 0.22999999999999998
9, 2026_04_20-PM12_57_37, 0.22999999999999998
10, 2026_04_20-PM12_57_38, 0.22999999999999998
11, 2026_04_20-PM12_57_39, 0.22999999999999998
12, 2026_04_20-PM12_57_40, 0.18
13, 2026_04_20-PM12_57_42, 0.15
14, 2026_04_20-PM12_57_43, 0.12
15, 2026_04_20-PM12_57_44, 0.08399999999999999
16, 2026_04_20-PM12_57_46, 0.07
17, 2026_04_20-PM12_57_47, 0.059000000000000004
18, 2026_04_20-PM12_57_48, 0.051
19, 2026_04_20-PM12_57_49, 0.039
20, 2026_04_20-PM12_57_51, 0.034
21, 2026_04_20-PM12_57_52, 0.031
22, 2026_04_20-PM12_57_53, 0.026000000000000002
23, 2026_04_20-PM12_57_55, 0.025
24, 2026_04_20-PM12_57_56, 0.023
25, 2026_04_20-PM12_57_57, 0.022
26, 2026_04_20-PM12_57_58, 0.020999999999999998
27, 2026_04_20-PM12_58_00, 0.020999999999999998
28, 2026_04_20-PM12_58_01, 0.02
29, 2026_04_20-PM12_58_02, 0.02
30, 2026_04_20-PM12_58_04, 0.02
31, 2026_04_20-PM12_58_05, 0.02
32, 2026_04_20-PM12_58_06, 0.019
33, 2026_04_20-PM12_58_08, 0.019
34, 2026_04_20-PM12_58_09, 0.019
35, 2026_04_20-PM12_58_10, 0.019
36, 2026_04_20-PM12_58_11, 0.019
37, 2026_04_20-PM12_58_13, 0.019
38, 2026_04_20-PM12_58_14, 0.019
39, 2026_04_20-PM12_58_15, 0.019
40, 2026_04_20-PM12_58_17, 0.019
41, 2026_04_20-PM12_58_18, 0.019
42, 2026_04_20-PM12_58_19, 0.019
43, 2026_04_20-PM12_58_21, 0.019
44, 2026_04_20-PM12_58_22, 0.019
45, 2026_04_20-PM12_58_23, 0.019
46, 2026_04_20-PM12_58_25, 0.019
47, 2026_04_20-PM12_58_26, 0.019
48, 2026_04_20-PM12_58_27, 0.019
49, 2026_04_20-PM12_58_28, 0.019
50, 2026_04_20-PM12_58_30, 0.019
51, 2026_04_20-PM12_58_31, 0.019
52, 2026_04_20-PM12_58_32, 0.019
53, 2026_04_20-PM12_58_34, 0.019
54, 2026_04_20-PM12_58_35, 0.019
55, 2026_04_20-PM12_58_36, 0.019
56, 2026_04_20-PM12_58_38, 0.019
57, 2026_04_20-PM12_58_39, 0.019
58, 2026_04_20-PM12_58_40, 0.019
59, 2026_04_20-PM12_58_41, 0.019
60, 2026_04_20-PM12_58_43, 0.019
61, 2026_04_20-PM12_58_44, 0.019
62, 2026_04_20-PM12_58_45, 0.019
63, 2026_04_20-PM12_58_47, 0.019
64, 2026_04_20-PM12_58_48, 0.019
65, 2026_04_20-PM12_58_49, 0.019
66, 2026_04_20-PM12_58_51, 0.019
67, 2026_04_20-PM12_58_52, 0.019
68, 2026_04_20-PM12_58_53, 0.019
69, 2026_04_20-PM12_58_55, 0.019
70, 2026_04_20-PM12_58_56, 0.018000000000000002
71, 2026_04_20-PM12_58_57, 0.018000000000000002
72, 2026_04_20-PM12_58_59, 0.018000000000000002
73, 2026_04_20-PM12_59_00, 0.018000000000000002
74, 2026_04_20-PM12_59_01, 0.018000000000000002
75, 2026_04_20-PM12_59_03, 0.018000000000000002
76, 2026_04_20-PM12_59_04, 0.018000000000000002
77, 2026_04_20-PM12_59_05, 0.018000000000000002
78, 2026_04_20-PM12_59_07, 0.018000000000000002
79, 2026_04_20-PM12_59_08, 0.018000000000000002
80, 2026_04_20-PM12_59_09, 0.018000000000000002
81, 2026_04_20-PM12_59_11, 0.018000000000000002
82, 2026_04_20-PM12_59_12, 0.018000000000000002
83, 2026_04_20-PM12_59_13, 0.018000000000000002
84, 2026_04_20-PM12_59_15, 0.018000000000000002
85, 2026_04_20-PM12_59_16, 0.018000000000000002
86, 2026_04_20-PM12_59_17, 0.018000000000000002
87, 2026_04_20-PM12_59_19, 0.018000000000000002
88, 2026_04_20-PM12_59_20, 0.018000000000000002
89, 2026_04_20-PM12_59_21, 0.018000000000000002
90, 2026_04_20-PM12_59_23, 0.018000000000000002
91, 2026_04_20-PM12_59_24, 0.018000000000000002
92, 2026_04_20-PM12_59_25, 0.018000000000000002
93, 2026_04_20-PM12_59_27, 0.018000000000000002
94, 2026_04_20-PM12_59_28, 0.018000000000000002
95, 2026_04_20-PM12_59_29, 0.018000000000000002
96, 2026_04_20-PM12_59_31, 0.018000000000000002
97, 2026_04_20-PM12_59_32, 0.018000000000000002
98, 2026_04_20-PM12_59_33, 0.018000000000000002
99, 2026_04_20-PM12_59_35, 0.018000000000000002
100, 2026_04_20-PM12_59_36, 0.018000000000000002
101, 2026_04_20-PM12_59_37, 0.018000000000000002
102, 2026_04_20-PM12_59_39, 0.018000000000000002
103, 2026_04_20-PM12_59_40, 0.018000000000000002
104, 2026_04_20-PM12_59_41, 0.018000000000000002
105, 2026_04_20-PM12_59_43, 0.018000000000000002
106, 2026_04_20-PM12_59_44, 0.018000000000000002
107, 2026_04_20-PM12_59_46, 0.018000000000000002
108, 2026_04_20-PM12_59_47, 0.018000000000000002
109, 2026_04_20-PM12_59_48, 0.018000000000000002
110, 2026_04_20-PM12_59_50, 0.018000000000000002
111, 2026_04_20-PM12_59_51, 0.018000000000000002
