# Zählrohrwinkel	Rate bei 35kV 2*theta/°	R(35kV)/Imp/s
26.0    25.0
26.1	28.0
26.2	29.0
26.3	39.0
26.4	40.0
26.5	50.0
26.6	48.0
26.7	52.0
26.8	59.0
26.9	64.0
27.0	68.0
27.1	82.0
27.2	87.0
27.3    79.0
27.4	87.0
27.5	86.0
27.6	0.0
27.7	91.0
27.8	95.0
27.9	97.0
28.0	101.0
28.1	89.0
28.2	94.0
28.3	88.0
28.4	91.0
28.5	78.0
28.6	76.0
28.7	72.0
28.8	67.0
28.9	63.0
29.0	59.0
29.1	54.0
29.2	52.0
29.3	44.0
29.4	39.0
29.5	40.0
29.6	37.0
29.7	30.0
29.8	28.0
29.9	26.0
30.0	24.0
