No,	 time,		 sec,	 TPG202 [mbar],	 TPG361_D1 [mbar],	 TPG361_D2 [mbar]
5,	05:11:59,	4,	8.620E+01,	1.030E+02,	9.510E+01
6,	05:12:00,	5,	9.920E+01,	1.070E+02,	9.760E+01
7,	05:12:02,	6,	1.026E+02,	1.130E+02,	1.020E+02
8,	05:12:03,	7,	1.060E+02,	1.200E+02,	1.070E+02
9,	05:12:04,	8,	1.092E+02,	1.260E+02,	1.130E+02
10,	05:12:06,	9,	1.153E+02,	1.330E+02,	1.200E+02
11,	05:12:07,	10,	1.184E+02,	1.390E+02,	1.260E+02
12,	05:12:08,	11,	1.215E+02,	1.460E+02,	1.330E+02
13,	05:12:09,	12,	1.275E+02,	1.520E+02,	1.380E+02
14,	05:12:11,	13,	1.305E+02,	1.570E+02,	1.430E+02
15,	05:12:12,	14,	1.335E+02,	1.610E+02,	1.510E+02
16,	05:12:13,	15,	1.335E+02,	1.680E+02,	1.560E+02
17,	05:12:15,	16,	1.426E+02,	1.720E+02,	1.600E+02
18,	05:12:16,	17,	1.456E+02,	1.770E+02,	1.670E+02
19,	05:12:17,	18,	1.486E+02,	1.830E+02,	1.720E+02
20,	05:12:18,	19,	1.547E+02,	1.890E+02,	1.770E+02
21,	05:12:20,	20,	1.577E+02,	1.940E+02,	1.830E+02
22,	05:12:21,	21,	1.608E+02,	1.980E+02,	1.870E+02
23,	05:12:22,	22,	1.669E+02,	2.040E+02,	1.910E+02
24,	05:12:24,	23,	1.698E+02,	2.100E+02,	1.960E+02
25,	05:12:25,	24,	1.728E+02,	2.190E+02,	1.980E+02
26,	05:12:26,	25,	1.759E+02,	2.330E+02,	2.030E+02
27,	05:12:28,	26,	1.819E+02,	2.410E+02,	2.090E+02
28,	05:12:29,	27,	1.849E+02,	2.470E+02,	2.190E+02
29,	05:12:30,	28,	1.878E+02,	2.580E+02,	2.270E+02
30,	05:12:31,	29,	1.940E+02,	2.640E+02,	2.330E+02
31,	05:12:33,	30,	1.969E+02,	2.750E+02,	2.430E+02
32,	05:12:34,	31,	2.017E+02,	2.830E+02,	2.530E+02
33,	05:12:35,	33,	2.047E+02,	2.960E+02,	2.600E+02
34,	05:12:37,	34,	2.077E+02,	3.000E+02,	2.670E+02
35,	05:12:38,	35,	2.139E+02,	3.080E+02,	2.740E+02
36,	05:12:39,	36,	2.168E+02,	3.180E+02,	2.810E+02
37,	05:12:41,	37,	2.199E+02,	3.240E+02,	2.890E+02
38,	05:12:42,	38,	2.228E+02,	3.300E+02,	3.000E+02
39,	05:12:43,	39,	2.289E+02,	3.370E+02,	3.090E+02
40,	05:12:45,	40,	2.319E+02,	3.480E+02,	3.150E+02
41,	05:12:46,	41,	2.349E+02,	3.550E+02,	3.210E+02
42,	05:12:47,	42,	2.410E+02,	3.580E+02,	3.290E+02
43,	05:12:49,	43,	2.440E+02,	3.660E+02,	3.360E+02
44,	05:12:50,	44,	2.469E+02,	3.760E+02,	3.440E+02
45,	05:12:51,	45,	2.531E+02,	3.840E+02,	3.520E+02
46,	05:12:52,	46,	2.560E+02,	3.900E+02,	3.600E+02
47,	05:12:54,	47,	2.591E+02,	3.970E+02,	3.670E+02
48,	05:12:55,	48,	2.652E+02,	4.200E+02,	3.740E+02
49,	05:12:56,	49,	2.682E+02,	4.330E+02,	3.810E+02
50,	05:12:58,	50,	2.712E+02,	4.380E+02,	3.860E+02
51,	05:12:59,	51,	2.773E+02,	4.500E+02,	3.930E+02
52,	05:13:00,	52,	2.803E+02,	4.630E+02,	4.030E+02
53,	05:13:02,	53,	2.833E+02,	4.790E+02,	4.180E+02
54,	05:13:03,	54,	2.862E+02,	4.940E+02,	4.270E+02
55,	05:13:04,	55,	2.923E+02,	5.000E+02,	4.420E+02
56,	05:13:06,	56,	2.953E+02,	5.150E+02,	4.430E+02
57,	05:13:07,	57,	2.983E+02,	5.130E+02,	4.470E+02
58,	05:13:08,	58,	3.043E+02,	5.370E+02,	4.570E+02
59,	05:13:09,	59,	3.074E+02,	5.490E+02,	4.780E+02
60,	05:13:11,	60,	3.104E+02,	5.710E+02,	4.940E+02
61,	05:13:12,	61,	3.165E+02,	5.700E+02,	5.100E+02
62,	05:13:13,	62,	3.195E+02,	5.800E+02,	5.190E+02
63,	05:13:15,	63,	3.225E+02,	5.950E+02,	5.340E+02
64,	05:13:16,	64,	3.285E+02,	6.160E+02,	5.550E+02
65,	05:13:17,	65,	3.315E+02,	6.230E+02,	5.650E+02
66,	05:13:19,	66,	3.346E+02,	6.430E+02,	5.710E+02
67,	05:13:20,	67,	3.406E+02,	6.390E+02,	5.830E+02
68,	05:13:21,	68,	3.435E+02,	6.670E+02,	5.990E+02
69,	05:13:23,	69,	3.466E+02,	6.840E+02,	6.000E+02
70,	05:13:24,	70,	3.526E+02,	6.930E+02,	6.050E+02
71,	05:13:26,	71,	3.556E+02,	7.020E+02,	6.220E+02
72,	05:13:27,	72,	3.586E+02,	7.090E+02,	6.500E+02
73,	05:13:28,	73,	3.648E+02,	7.360E+02,	6.680E+02
74,	05:13:30,	74,	3.677E+02,	7.540E+02,	6.820E+02
75,	05:13:31,	75,	3.707E+02,	7.580E+02,	6.970E+02
76,	05:13:32,	76,	3.767E+02,	7.820E+02,	7.190E+02
77,	05:13:34,	77,	3.798E+02,	7.780E+02,	7.330E+02
78,	05:13:35,	78,	3.827E+02,	7.860E+02,	7.560E+02
79,	05:13:36,	79,	3.888E+02,	7.820E+02,	7.650E+02
80,	05:13:38,	80,	3.918E+02,	8.160E+02,	7.820E+02
81,	05:13:39,	81,	3.977E+02,	8.630E+02,	7.880E+02
82,	05:13:40,	82,	4.007E+02,	8.590E+02,	8.080E+02
83,	05:13:42,	83,	4.038E+02,	8.720E+02,	8.200E+02
84,	05:13:43,	84,	4.097E+02,	8.930E+02,	8.240E+02
85,	05:13:44,	85,	4.127E+02,	8.860E+02,	8.490E+02
